id,value,x,y
2421,119877472,290,350
2422,1078897248,280,350
2423,8361453672,270,350
2424,56672074888,260,350
2425,340032449328,250,350
2426,1823810410032,240,350
2427,8815083648488,230,350
2428,38650751381832,220,350
2429,154603005527328,210,350
2430,566877686933536,200,350
2431,1913212193400684,190,350
2432,5964720367660956,180,350
2433,17231414395464984,170,350
2434,46252743903616536,160,350
2435,115631859759041340,150,350
2436,269807672771096460,140,350
2437,588671286046028640,130,350
2438,1202936975833188960,120,350
2439,2305629203680278840,110,350
2440,4150132566624501912,100,350
2441,7023301266595310928,90,350
2442,11185257572725865552,80,350
2443,16777886359088798328,70,350
2444,23720460024918645912,60,350
2445,31627280033224861216,50,350
2446,39789158751476438304,40,350
2447,47249626017378270486,30,350
2448,52976853413424121454,20,350
2449,56093138908331422716,10,350
2450,56093138908331422716,0,350
2451,52976853413424121454,-10,350
2452,47249626017378270486,-20,350
2453,39789158751476438304,-30,350
2454,31627280033224861216,-40,350
2455,23720460024918645912,-50,350
2456,16777886359088798328,-60,350
2457,11185257572725865552,-70,350
2458,7023301266595310928,-80,350
2459,4150132566624501912,-90,350
2460,2305629203680278840,-100,350
2461,1202936975833188960,-110,350
2462,588671286046028640,-120,350
2463,269807672771096460,-130,350
2464,115631859759041340,-140,350
2465,46252743903616536,-150,350
2466,17231414395464984,-160,350
2467,5964720367660956,-170,350
2468,1913212193400684,-180,350
2469,566877686933536,-190,350
2470,154603005527328,-200,350
2471,38650751381832,-210,350
2472,8815083648488,-220,350
2473,1823810410032,-230,350
2474,340032449328,-240,350
2475,56672074888,-250,350
2476,8361453672,-260,350
2477,1078897248,-270,350
2478,119877472,-280,350
2479,11238513,-290,350
2480,864501,-300,350
2481,52394,-310,350
2482,2346,-320,350
2483,69,-330,350
2484,1,-340,350
2485,1,355,355
2486,70,345,355
2487,2415,335,355
2488,54740,325,355
2489,916895,315,355
2490,12103014,305,355
2491,131115985,295,355
2492,1198774720,285,355
2493,9440350920,275,355
2494,65033528560,265,355
2495,396704524216,255,355
2496,2163842859360,245,355
2497,10638894058520,235,355
2498,47465835030320,225,355
2499,193253756909160,215,355
2500,721480692460864,205,355
2501,2480089880334220,195,355
2502,7877932561061640,185,355
2503,23196134763125940,175,355
2504,63484158299081520,165,355
2505,161884603662657876,155,355
2506,385439532530137800,145,355
2507,858478958817125100,135,355
2508,1791608261879217600,125,355
2509,3508566179513467800,115,355
2510,6455761770304780752,105,355
2511,11173433833219812840,95,355
2512,18208558839321176480,85,355
2513,27963143931814663880,75,355
2514,40498346384007444240,65,355
2515,55347740058143507128,55,355
2516,71416438784701299520,45,355
2517,87038784768854708790,35,355
2518,100226479430802391940,25,355
2519,109069992321755544170,15,355
2520,112186277816662845432,5,355
2521,109069992321755544170,-5,355
2522,100226479430802391940,-15,355
2523,87038784768854708790,-25,355
2524,71416438784701299520,-35,355
2525,55347740058143507128,-45,355
2526,40498346384007444240,-55,355
2527,27963143931814663880,-65,355
2528,18208558839321176480,-75,355
2529,11173433833219812840,-85,355
2530,6455761770304780752,-95,355
2531,3508566179513467800,-105,355
2532,1791608261879217600,-115,355
2533,858478958817125100,-125,355
2534,385439532530137800,-135,355
2535,161884603662657876,-145,355
2536,63484158299081520,-155,355
2537,23196134763125940,-165,355
2538,7877932561061640,-175,355
2539,2480089880334220,-185,355
2540,721480692460864,-195,355
2541,193253756909160,-205,355
2542,47465835030320,-215,355
2543,10638894058520,-225,355
2544,2163842859360,-235,355
2545,396704524216,-245,355
2546,65033528560,-255,355
2547,9440350920,-265,355
2548,1198774720,-275,355
2549,131115985,-285,355
2550,12103014,-295,355
2551,916895,-305,355
2552,54740,-315,355
2553,2415,-325,355
2554,70,-335,355
2555,1,-345,355
2556,1,360,360
2557,71,350,360
2558,2485,340,360
2559,57155,330,360
2560,971635,320,360
2561,13019909,310,360
2562,143218999,300,360
2563,1329890705,290,360
2564,10639125640,280,360
2565,74473879480,270,360
2566,461738052776,260,360
2567,2560547383576,250,360
2568,12802736917880,240,360
2569,58104729088840,230,360
2570,240719591939480,220,360
2571,914734449370024,210,360
2572,3201570572795084,200,360
2573,10358022441395860,190,360
2574,31074067324187580,180,360
2575,86680293062207460,170,360
2576,225368761961739396,160,360
2577,547324136192795676,150,360
2578,1243918491347262900,140,360
2579,2650087220696342700,130,360
2580,5300174441392685400,120,360
2581,9964327949818248552,110,360
2582,17629195603524593592,100,360
2583,29381992672540989320,90,360
2584,46171702771135840360,80,360
2585,68461490315822108120,70,360
2586,95846086442150951368,60,360
2587,126764178842844806648,50,360
2588,158455223553556008310,40,360
2589,187265264199657100730,30,360
2590,209296471752557936110,20,360
2591,221256270138418389602,10,360
2592,221256270138418389602,0,360
2593,209296471752557936110,-10,360
2594,187265264199657100730,-20,360
2595,158455223553556008310,-30,360
2596,126764178842844806648,-40,360
2597,95846086442150951368,-50,360
2598,68461490315822108120,-60,360
2599,46171702771135840360,-70,360
2600,29381992672540989320,-80,360
2601,17629195603524593592,-90,360
2602,9964327949818248552,-100,360
2603,5300174441392685400,-110,360
2604,2650087220696342700,-120,360
2605,1243918491347262900,-130,360
2606,547324136192795676,-140,360
2607,225368761961739396,-150,360
2608,86680293062207460,-160,360
2609,31074067324187580,-170,360
2610,10358022441395860,-180,360
2611,3201570572795084,-190,360
2612,914734449370024,-200,360
2613,240719591939480,-210,360
2614,58104729088840,-220,360
2615,12802736917880,-230,360
2616,2560547383576,-240,360
2617,461738052776,-250,360
2618,74473879480,-260,360
2619,10639125640,-270,360
2620,1329890705,-280,360
2621,143218999,-290,360
2622,13019909,-300,360
2623,971635,-310,360
2624,57155,-320,360
2625,2485,-330,360
2626,71,-340,360
2627,1,-350,360
2628,1,365,365
2629,72,355,365
2630,2556,345,365
2631,59640,335,365
2632,1028790,325,365
2633,13991544,315,365
2634,156238908,305,365
2635,1473109704,295,365
2636,11969016345,285,365
2637,85113005120,275,365
2638,536211932256,265,365
2639,3022285436352,255,365
2640,15363284301456,245,365
2641,70907466006720,235,365
2642,298824321028320,225,365
2643,1155454041309504,215,365
2644,4116305022165108,205,365
2645,13559593014190944,195,365
2646,41432089765583440,185,365
2647,117754360386395040,175,365
2648,312049055023946856,165,365
2649,772692898154535072,155,365
2650,1791242627540058576,145,365
2651,3894005712043605600,135,365
2652,7950261662089028100,125,365
2653,15264502391210933952,115,365
2654,27593523553342842144,105,365
2655,47011188276065582912,95,365
2656,75553695443676829680,85,365
2657,114633193086957948480,75,365
2658,164307576757973059488,65,365
2659,222610265284995758016,55,365
2660,285219402396400814958,45,365
2661,345720487753213109040,35,365
2662,396561735952215036840,25,365
2663,430552741890976325712,15,365
2664,442512540276836779204,5,365
2665,430552741890976325712,-5,365
2666,396561735952215036840,-15,365
2667,345720487753213109040,-25,365
2668,285219402396400814958,-35,365
2669,222610265284995758016,-45,365
2670,164307576757973059488,-55,365
2671,114633193086957948480,-65,365
2672,75553695443676829680,-75,365
2673,47011188276065582912,-85,365
2674,27593523553342842144,-95,365
2675,15264502391210933952,-105,365
2676,7950261662089028100,-115,365
2677,3894005712043605600,-125,365
2678,1791242627540058576,-135,365
2679,772692898154535072,-145,365
2680,312049055023946856,-155,365
2681,117754360386395040,-165,365
2682,41432089765583440,-175,365
2683,13559593014190944,-185,365
2684,4116305022165108,-195,365
2685,1155454041309504,-205,365
2686,298824321028320,-215,365
2687,70907466006720,-225,365
2688,15363284301456,-235,365
2689,3022285436352,-245,365
2690,536211932256,-255,365
2691,85113005120,-265,365
2692,11969016345,-275,365
2693,1473109704,-285,365
2694,156238908,-295,365
2695,13991544,-305,365
2696,1028790,-315,365
2697,59640,-325,365
2698,2556,-335,365
2699,72,-345,365
2700,1,-355,365
2701,1,370,370
2702,73,360,370
2703,2628,350,370
2704,62196,340,370
2705,1088430,330,370
2706,15020334,320,370
2707,170230452,310,370
2708,1629348612,300,370
2709,13442126049,290,370
2710,97082021465,280,370
2711,621324937376,270,370
2712,3558497368608,260,370
2713,18385569737808,250,370
2714,86270750308176,240,370
2715,369731787035040,230,370
2716,1454278362337824,220,370
2717,5271759063474612,210,370
2718,17675898036356052,200,370
2719,54991682779774384,190,370
2720,159186450151978480,180,370
2721,429803415410341896,170,370
2722,1084741953178481928,160,370
2723,2563935525694593648,150,370
2724,5685248339583664176,140,370
2725,11844267374132633700,130,370
2726,23214764053299962052,120,370
2727,42858025944553776096,110,370
2728,74604711829408425056,100,370
2729,122564883719742412592,90,370
2730,190186888530634778160,80,370
2731,278940769844931007968,70,370
2732,386917842042968817504,60,370
2733,507829667681396572974,50,370
2734,630939890149613923998,40,370
2735,742282223705428145880,30,370
2736,827114477843191362552,20,370
2737,873065282167813104916,10,370
2738,873065282167813104916,0,370
2739,827114477843191362552,-10,370
2740,742282223705428145880,-20,370
2741,630939890149613923998,-30,370
2742,507829667681396572974,-40,370
2743,386917842042968817504,-50,370
2744,278940769844931007968,-60,370
2745,190186888530634778160,-70,370
2746,122564883719742412592,-80,370
2747,74604711829408425056,-90,370
2748,42858025944553776096,-100,370
2749,23214764053299962052,-110,370
2750,11844267374132633700,-120,370
2751,5685248339583664176,-130,370
2752,2563935525694593648,-140,370
2753,1084741953178481928,-150,370
2754,429803415410341896,-160,370
2755,159186450151978480,-170,370
2756,54991682779774384,-180,370
2757,17675898036356052,-190,370
2758,5271759063474612,-200,370
2759,1454278362337824,-210,370
2760,369731787035040,-220,370
2761,86270750308176,-230,370
2762,18385569737808,-240,370
2763,3558497368608,-250,370
2764,621324937376,-260,370
2765,97082021465,-270,370
2766,13442126049,-280,370
2767,1629348612,-290,370
2768,170230452,-300,370
2769,15020334,-310,370
2770,1088430,-320,370
2771,62196,-330,370
2772,2628,-340,370
2773,73,-350,370
2774,1,-360,370
2775,1,375,375
2776,74,365,375
2777,2701,355,375
2778,64824,345,375
2779,1150626,335,375
2780,16108764,325,375
2781,185250786,315,375
2782,1799579064,305,375
2783,15071474661,295,375
2784,110524147514,285,375
2785,718406958841,275,375
2786,4179822305984,265,375
2787,21944067106416,255,375
2788,104656320045984,245,375
2789,456002537343216,235,375
2790,1824010149372864,225,375
2791,6726037425812436,215,375
2792,22947657099830664,205,375
2793,72667580816130436,195,375
2794,214178132931752864,185,375
2795,588989865562320376,175,375
2796,1514545368588823824,165,375
2797,3648677478873075576,155,375
2798,8249183865278257824,145,375
2799,17529515713716297876,135,375
2800,35059031427432595752,125,375
2801,66072789997853738148,115,375
2802,117462737773962201152,105,375
2803,197169595549150837648,95,375
2804,312751772250377190752,85,375
2805,469127658375565786128,75,375
2806,665858611887899825472,65,375
2807,894747509724365390478,55,375
2808,1138769557831010496972,45,375
2809,1373222113855042069878,35,375
2810,1569396701548619508432,25,375
2811,1700179760011004467468,15,375
2812,1746130564335626209832,5,375
2813,1700179760011004467468,-5,375
2814,1569396701548619508432,-15,375
2815,1373222113855042069878,-25,375
2816,1138769557831010496972,-35,375
2817,894747509724365390478,-45,375
2818,665858611887899825472,-55,375
2819,469127658375565786128,-65,375
2820,312751772250377190752,-75,375
2821,197169595549150837648,-85,375
2822,117462737773962201152,-95,375
2823,66072789997853738148,-105,375
2824,35059031427432595752,-115,375
2825,17529515713716297876,-125,375
2826,8249183865278257824,-135,375
2827,3648677478873075576,-145,375
2828,1514545368588823824,-155,375
2829,588989865562320376,-165,375
2830,214178132931752864,-175,375
2831,72667580816130436,-185,375
2832,22947657099830664,-195,375
2833,6726037425812436,-205,375
2834,1824010149372864,-215,375
2835,456002537343216,-225,375
2836,104656320045984,-235,375
2837,21944067106416,-245,375
2838,4179822305984,-255,375
2839,718406958841,-265,375
2840,110524147514,-275,375
2841,15071474661,-285,375
2842,1799579064,-295,375
2843,185250786,-305,375
2844,16108764,-315,375
2845,1150626,-325,375
2846,64824,-335,375
2847,2701,-345,375
2848,74,-355,375
2849,1,-365,375
2850,1,380,380
2851,75,370,380
2852,2775,360,380
2853,67525,350,380
2854,1215450,340,380
2855,17259390,330,380
2856,201359550,320,380
2857,1984829850,310,380
2858,16871053725,300,380
2859,125595622175,290,380
2860,828931106355,280,380
2861,4898229264825,270,380
2862,26123889412400,260,380
2863,126600387152400,250,380
2864,560658857389200,240,380
2865,2280012686716080,230,380
2866,8550047575185300,220,380
2867,29673694525643100,210,380
2868,95615237915961100,200,380
2869,286845713747883300,190,380
2870,803167998494073240,180,380
2871,2103535234151144200,170,380
2872,5163222847461899400,160,380
2873,11897861344151333400,150,380
2874,25778699578994555700,140,380
2875,52588547141148893628,130,380
2876,101131821425286333900,120,380
2877,183535527771815939300,110,380
2878,314632333323113038800,100,380
2879,509921367799528028400,90,380
2880,781879430625942976880,80,380
2881,1134986270263465611600,70,380
2882,1560606121612265215950,60,380
2883,2033517067555375887450,50,380
2884,2511991671686052566850,40,380
2885,2942618815403661578310,30,380
2886,3269576461559623975900,20,380
2887,3446310324346630677300,10,380
2888,3446310324346630677300,0,380
2889,3269576461559623975900,-10,380
2890,2942618815403661578310,-20,380
2891,2511991671686052566850,-30,380
2892,2033517067555375887450,-40,380
2893,1560606121612265215950,-50,380
2894,1134986270263465611600,-60,380
2895,781879430625942976880,-70,380
2896,509921367799528028400,-80,380
2897,314632333323113038800,-90,380
2898,183535527771815939300,-100,380
2899,101131821425286333900,-110,380
2900,52588547141148893628,-120,380
2901,25778699578994555700,-130,380
2902,11897861344151333400,-140,380
2903,5163222847461899400,-150,380
2904,2103535234151144200,-160,380
2905,803167998494073240,-170,380
2906,286845713747883300,-180,380
2907,95615237915961100,-190,380
2908,29673694525643100,-200,380
2909,8550047575185300,-210,380
2910,2280012686716080,-220,380
2911,560658857389200,-230,380
2912,126600387152400,-240,380
2913,26123889412400,-250,380
2914,4898229264825,-260,380
2915,828931106355,-270,380
2916,125595622175,-280,380
2917,16871053725,-290,380
2918,1984829850,-300,380
2919,201359550,-310,380
2920,17259390,-320,380
2921,1215450,-330,380
2922,67525,-340,380
2923,2775,-350,380
2924,75,-360,380
2925,1,-370,380
2926,1,385,385
2927,76,375,385
2928,2850,365,385
2929,70300,355,385
2930,1282975,345,385
2931,18474840,335,385
2932,218618940,325,385
2933,2186189400,315,385
2934,18855883575,305,385
2935,142466675900,295,385
2936,954526728530,285,385
2937,5727160371180,275,385
2938,31022118677225,265,385
2939,152724276564800,255,385
2940,687259244541600,245,385
2941,2840671544105280,235,385
2942,10830060261901380,225,385
2943,38223742100828400,215,385
2944,125288932441604200,205,385
2945,382460951663844400,195,385
2946,1090013712241956540,185,385
2947,2906703232645217440,175,385
2948,7266758081613043600,165,385
2949,17061084191613232800,155,385
2950,37676560923145889100,145,385
2951,78367246720143449328,135,385
2952,153720368566435227528,125,385
2953,284667349197102273200,115,385
2954,498167861094928978100,105,385
2955,824553701122641067200,95,385
2956,1291800798425471005280,85,385
2957,1916865700889408588480,75,385
2958,2695592391875730827550,65,385
2959,3594123189167641103400,55,385
2960,4545508739241428454300,45,385
2961,5454610487089714145160,35,385
2962,6212195276963285554210,25,385
2963,6715886785906254653200,15,385
2964,6892620648693261354600,5,385
2965,6715886785906254653200,-5,385
2966,6212195276963285554210,-15,385
2967,5454610487089714145160,-25,385
2968,4545508739241428454300,-35,385
2969,3594123189167641103400,-45,385
2970,2695592391875730827550,-55,385
2971,1916865700889408588480,-65,385
2972,1291800798425471005280,-75,385
2973,824553701122641067200,-85,385
2974,498167861094928978100,-95,385
2975,284667349197102273200,-105,385
2976,153720368566435227528,-115,385
2977,78367246720143449328,-125,385
2978,37676560923145889100,-135,385
2979,17061084191613232800,-145,385
2980,7266758081613043600,-155,385
2981,2906703232645217440,-165,385
2982,1090013712241956540,-175,385
2983,382460951663844400,-185,385
2984,125288932441604200,-195,385
2985,38223742100828400,-205,385
2986,10830060261901380,-215,385
2987,2840671544105280,-225,385
2988,687259244541600,-235,385
2989,152724276564800,-245,385
2990,31022118677225,-255,385
2991,5727160371180,-265,385
2992,954526728530,-275,385
2993,142466675900,-285,385
2994,18855883575,-295,385
2995,2186189400,-305,385
2996,218618940,-315,385
2997,18474840,-325,385
2998,1282975,-335,385
2999,70300,-345,385
3000,2850,-355,385
3001,76,-365,385
3002,1,-375,385
3003,1,390,390
3004,77,380,390
3005,2926,370,390
3006,73150,360,390
3007,1353275,350,390
3008,19757815,340,390
3009,237093780,330,390
3010,2404808340,320,390
3011,21042072975,310,390
3012,161322559475,300,390
3013,1096993404430,290,390
3014,6681687099710,280,390
3015,36749279048405,270,390
3016,183746395242025,260,390
3017,839983521106400,250,390
3018,3527930788646880,240,390
3019,13670731806006660,230,390
3020,49053802362729780,220,390
3021,163512674542432600,210,390
3022,507749884105448600,200,390
3023,1472474663905800940,190,390
3024,3996716944887173980,180,390
3025,10173461314258261040,170,390
3026,24327842273226276400,160,390
3027,54737645114759121900,150,390
3028,116043807643289338428,140,390
3029,232087615286578676856,130,390
3030,438387717763537500728,120,390
3031,782835210292031251300,110,390
3032,1322721562217570045300,100,390
3033,2116354499548112072480,90,390
3034,3208666499314879593760,80,390
3035,4612458092765139416030,70,390
3036,6289715581043371930950,60,390
3037,8139631928409069557700,50,390
3038,10000119226331142599460,40,390
3039,11666805764052999699370,30,390
3040,12928082062869540207410,20,390
3041,13608507434599516007800,10,390
3042,13608507434599516007800,0,390
3043,12928082062869540207410,-10,390
3044,11666805764052999699370,-20,390
3045,10000119226331142599460,-30,390
3046,8139631928409069557700,-40,390
3047,6289715581043371930950,-50,390
3048,4612458092765139416030,-60,390
3049,3208666499314879593760,-70,390
3050,2116354499548112072480,-80,390
3051,1322721562217570045300,-90,390
3052,782835210292031251300,-100,390
3053,438387717763537500728,-110,390
3054,232087615286578676856,-120,390
3055,116043807643289338428,-130,390
3056,54737645114759121900,-140,390
3057,24327842273226276400,-150,390
3058,10173461314258261040,-160,390
3059,3996716944887173980,-170,390
3060,1472474663905800940,-180,390
3061,507749884105448600,-190,390
3062,163512674542432600,-200,390
3063,49053802362729780,-210,390
3064,13670731806006660,-220,390
3065,3527930788646880,-230,390
3066,839983521106400,-240,390
3067,183746395242025,-250,390
3068,36749279048405,-260,390
3069,6681687099710,-270,390
3070,1096993404430,-280,390
3071,161322559475,-290,390
3072,21042072975,-300,390
3073,2404808340,-310,390
3074,237093780,-320,390
3075,19757815,-330,390
3076,1353275,-340,390
3077,73150,-350,390
3078,2926,-360,390
3079,77,-370,390
3080,1,-380,390
3081,1,395,395
3082,78,385,395
3083,3003,375,395
3084,76076,365,395
3085,1426425,355,395
3086,21111090,345,395
3087,256851595,335,395
3088,2641902120,325,395
3089,23446881315,315,395
3090,182364632450,305,395
3091,1258315963905,295,395
3092,7778680504140,285,395
3093,43430966148115,275,395
3094,220495674290430,265,395
3095,1023729916348425,255,395
3096,4367914309753280,245,395
3097,17198662594653540,235,395
3098,62724534168736440,225,395
3099,212566476905162380,215,395
3100,671262558647881200,205,395
3101,1980224548011249540,195,395
3102,5469191608792974920,185,395
3103,14170178259145435020,175,395
3104,34501303587484537440,165,395
3105,79065487387985398300,155,395
3106,170781452758048460328,145,395
3107,348131422929868015284,135,395
3108,670475333050116177584,125,395
3109,1221222928055568752028,115,395
3110,2105556772509601296600,105,395
3111,3439076061765682117780,95,395
3112,5325020998862991666240,85,395
3113,7821124592080019009790,75,395
3114,10902173673808511346980,65,395
3115,14429347509452441488650,55,395
3116,18139751154740212157160,45,395
3117,21666924990384142298830,35,395
3118,24594887826922539906780,25,395
3119,26536589497469056215210,15,395
3120,27217014869199032015600,5,395
3121,26536589497469056215210,-5,395
3122,24594887826922539906780,-15,395
3123,21666924990384142298830,-25,395
3124,18139751154740212157160,-35,395
3125,14429347509452441488650,-45,395
3126,10902173673808511346980,-55,395
3127,7821124592080019009790,-65,395
3128,5325020998862991666240,-75,395
3129,3439076061765682117780,-85,395
3130,2105556772509601296600,-95,395
3131,1221222928055568752028,-105,395
3132,670475333050116177584,-115,395
3133,348131422929868015284,-125,395
3134,170781452758048460328,-135,395
3135,79065487387985398300,-145,395
3136,34501303587484537440,-155,395
3137,14170178259145435020,-165,395
3138,5469191608792974920,-175,395
3139,1980224548011249540,-185,395
3140,671262558647881200,-195,395
3141,212566476905162380,-205,395
3142,62724534168736440,-215,395
3143,17198662594653540,-225,395
3144,4367914309753280,-235,395
3145,1023729916348425,-245,395
3146,220495674290430,-255,395
3147,43430966148115,-265,395
3148,7778680504140,-275,395
3149,1258315963905,-285,395
3150,182364632450,-295,395
3151,23446881315,-305,395
3152,2641902120,-315,395
3153,256851595,-325,395
3154,21111090,-335,395
3155,1426425,-345,395
3156,76076,-355,395
3157,3003,-365,395
3158,78,-375,395
3159,1,-385,395
3160,1,400,400
3161,79,390,400
3162,3081,380,400
3163,79079,370,400
3164,1502501,360,400
3165,22537515,350,400
3166,277962685,340,400
3167,2898753715,330,400
3168,26088783435,320,400
3169,205811513765,310,400
3170,1440680596355,300,400
3171,9036996468045,290,400
3172,51209646652255,280,400
3173,263926640438545,270,400
3174,1244225590638855,260,400
3175,5391644226101705,250,400
3176,21566576904406820,240,400
3177,79923196763389980,230,400
3178,275291011073898820,220,400
3179,883829035553043580,210,400
3180,2651487106659130740,200,400
3181,7449416156804224460,190,400
3182,19639369867938409940,180,400
3183,48671481846629972460,170,400
3184,113566790975469935740,160,400
3185,249846940146033858628,150,400
3186,518912875687916475612,140,400
3187,1018606755979984192868,130,400
3188,1891698261105684929612,120,400
3189,3326779700565170048628,110,400
3190,5544632834275283414380,100,400
3191,8764097060628673784020,90,400
3192,13146145590943010676030,80,400
3193,18723298265888530356770,70,400
3194,25331521183260952835630,60,400
3195,32569098664192653645810,50,400
3196,39806676145124354455990,40,400
3197,46261812817306682205610,30,400
3198,51131477324391596121990,20,400
3199,53753604366668088230810,10,400
3200,53753604366668088230810,0,400
3201,51131477324391596121990,-10,400
3202,46261812817306682205610,-20,400
3203,39806676145124354455990,-30,400
3204,32569098664192653645810,-40,400
3205,25331521183260952835630,-50,400
3206,18723298265888530356770,-60,400
3207,13146145590943010676030,-70,400
3208,8764097060628673784020,-80,400
3209,5544632834275283414380,-90,400
3210,3326779700565170048628,-100,400
3211,1891698261105684929612,-110,400
3212,1018606755979984192868,-120,400
3213,518912875687916475612,-130,400
3214,249846940146033858628,-140,400
3215,113566790975469935740,-150,400
3216,48671481846629972460,-160,400
3217,19639369867938409940,-170,400
3218,7449416156804224460,-180,400
3219,2651487106659130740,-190,400
3220,883829035553043580,-200,400
3221,275291011073898820,-210,400
3222,79923196763389980,-220,400
3223,21566576904406820,-230,400
3224,5391644226101705,-240,400
3225,1244225590638855,-250,400
3226,263926640438545,-260,400
3227,51209646652255,-270,400
3228,9036996468045,-280,400
3229,1440680596355,-290,400
3230,205811513765,-300,400
3231,26088783435,-310,400
3232,2898753715,-320,400
3233,277962685,-330,400
3234,22537515,-340,400
3235,1502501,-350,400
3236,79079,-360,400
3237,3081,-370,400
3238,79,-380,400
3239,1,-390,400
3240,1,405,405
3241,80,395,405
3242,3160,385,405
3243,82160,375,405
3244,1581580,365,405
3245,24040016,355,405
3246,300500200,345,405
3247,3176716400,335,405
3248,28987537150,325,405
3249,231900297200,315,405
3250,1646492110120,305,405
3251,10477677064400,295,405
3252,60246643120300,285,405
3253,315136287090800,275,405
3254,1508152231077400,265,405
3255,6635869816740560,255,405
3256,26958221130508525,245,405
3257,101489773667796800,235,405
3258,355214207837288800,225,405
3259,1159120046626942400,215,405
3260,3535316142212174320,205,405
3261,10100903263463355200,195,405
3262,27088786024742634400,185,405
3263,68310851714568382400,175,405
3264,162238272822099908200,165,405
3265,363413731121503794368,155,405
3266,768759815833950334240,145,405
3267,1537519631667900668480,135,405
3268,2910305017085669122480,125,405
3269,5218477961670854978240,115,405
3270,8871412534840453463008,105,405
3271,14308729894903957198400,95,405
3272,21910242651571684460050,85,405
3273,31869443856831541032800,75,405
3274,44054819449149483192400,65,405
3275,57900619847453606481440,55,405
3276,72375774809317008101800,45,405
3277,86068488962431036661600,35,405
3278,97393290141698278327600,25,405
3279,104885081691059684352800,15,405
3280,107507208733336176461620,5,405
3281,104885081691059684352800,-5,405
3282,97393290141698278327600,-15,405
3283,86068488962431036661600,-25,405
3284,72375774809317008101800,-35,405
3285,57900619847453606481440,-45,405
3286,44054819449149483192400,-55,405
3287,31869443856831541032800,-65,405
3288,21910242651571684460050,-75,405
3289,14308729894903957198400,-85,405
3290,8871412534840453463008,-95,405
3291,5218477961670854978240,-105,405
3292,2910305017085669122480,-115,405
3293,1537519631667900668480,-125,405
3294,768759815833950334240,-135,405
3295,363413731121503794368,-145,405
3296,162238272822099908200,-155,405
3297,68310851714568382400,-165,405
3298,27088786024742634400,-175,405
3299,10100903263463355200,-185,405
3300,3535316142212174320,-195,405
3301,1159120046626942400,-205,405
3302,355214207837288800,-215,405
3303,101489773667796800,-225,405
3304,26958221130508525,-235,405
3305,6635869816740560,-245,405
3306,1508152231077400,-255,405
3307,315136287090800,-265,405
3308,60246643120300,-275,405
3309,10477677064400,-285,405
3310,1646492110120,-295,405
3311,231900297200,-305,405
3312,28987537150,-315,405
3313,3176716400,-325,405
3314,300500200,-335,405
3315,24040016,-345,405
3316,1581580,-355,405
3317,82160,-365,405
3318,3160,-375,405
3319,80,-385,405
3320,1,-395,405
3321,1,410,410
3322,81,400,410
3323,3240,390,410
3324,85320,380,410
3325,1663740,370,410
3326,25621596,360,410
3327,324540216,350,410
3328,3477216600,340,410
3329,32164253550,330,410
3330,260887834350,320,410
3331,1878392407320,310,410
3332,12124169174520,300,410
3333,70724320184700,290,410
3334,375382930211100,280,410
3335,1823288518168200,270,410
3336,8144022047817960,260,410
3337,33594090947249085,250,410
3338,128447994798305325,240,410
3339,456703981505085600,230,410
3340,1514334254464231200,220,410
3341,4694436188839116720,210,410
3342,13636219405675529520,200,410
3343,37189689288205989600,190,410
3344,95399637739311016800,180,410
3345,230549124536668290600,170,410
3346,525652003943603702568,160,410
3347,1132173546955454128608,150,410
3348,2306279447501851002720,140,410
3349,4447824648753569790960,130,410
3350,8128782978756524100720,120,410
3351,14089890496511308441248,110,410
3352,23180142429744410661408,100,410
3353,36218972546475641658450,90,410
3354,53779686508403225492850,80,410
3355,75924263305981024225200,70,410
3356,101955439296603089673840,60,410
3357,130276394656770614583240,50,410
3358,158444263771748044763400,40,410
3359,183461779104129314989200,30,410
3360,202278371832757962680400,20,410
3361,212392290424395860814420,10,410
3362,212392290424395860814420,0,410
3363,202278371832757962680400,-10,410
3364,183461779104129314989200,-20,410
3365,158444263771748044763400,-30,410
3366,130276394656770614583240,-40,410
3367,101955439296603089673840,-50,410
3368,75924263305981024225200,-60,410
3369,53779686508403225492850,-70,410
3370,36218972546475641658450,-80,410
3371,23180142429744410661408,-90,410
3372,14089890496511308441248,-100,410
3373,8128782978756524100720,-110,410
3374,4447824648753569790960,-120,410
3375,2306279447501851002720,-130,410
3376,1132173546955454128608,-140,410
3377,525652003943603702568,-150,410
3378,230549124536668290600,-160,410
3379,95399637739311016800,-170,410
3380,37189689288205989600,-180,410
3381,13636219405675529520,-190,410
3382,4694436188839116720,-200,410
3383,1514334254464231200,-210,410
3384,456703981505085600,-220,410
3385,128447994798305325,-230,410
3386,33594090947249085,-240,410
3387,8144022047817960,-250,410
3388,1823288518168200,-260,410
3389,375382930211100,-270,410
3390,70724320184700,-280,410
3391,12124169174520,-290,410
3392,1878392407320,-300,410
3393,260887834350,-310,410
3394,32164253550,-320,410
3395,3477216600,-330,410
3396,324540216,-340,410
3397,25621596,-350,410
3398,1663740,-360,410
3399,85320,-370,410
3400,3240,-380,410
3401,81,-390,410
3402,1,-400,410
3403,1,415,415
3404,82,405,415
3405,3321,395,415
3406,88560,385,415
3407,1749060,375,415
3408,27285336,365,415
3409,350161812,355,415
3410,3801756816,345,415
3411,35641470150,335,415
3412,293052087900,325,415
3413,2139280241670,315,415
